営業所名,営業所住所,営業所電話番号,申請者名,申請区分,指令番号,業種名,業態名,許可年月日,許可期間（開始）,許可期間（満了）
ＡＬＶＥシアター　ｓｕｐｐｏｒｔｅｄ　ｂｙ　１０９シネマズ,秋田市東通仲町４－１,018-836-4290,秋田新都心ビル株式会社,新規,488,飲食店営業,その他,6/10/20,6/10/20,9/30/25
ペッパーランチ,秋田市御所野地蔵田一丁目１－１,018-839-2994,イトイ株式会社,継続,477,飲食店営業,一般,6/10/20,7/1/20,6/30/26
はん妻,秋田市金足追分字海老穴２０１－１２２,018-873-6076,菊地敬悦,継続,487,飲食店営業,仕出し・弁当,6/10/20,6/1/20,5/31/25
ファミリーマート秋田仁井田新中島店,秋田市仁井田字新中島１１３８－２,,株式会社　秋田県酒類卸,継続,479,飲食店営業,その他,6/10/20,7/1/20,6/30/26
関谷商店,秋田市新屋表町１０－１３,018-828-2114,関谷典子,継続,493,魚介類販売業,一般,6/11/20,7/1/20,6/30/25
関谷商店,秋田市新屋表町１０－１３,018-828-2114,関谷典子,継続,492,飲食店営業,その他,6/11/20,7/1/20,6/30/25
佐藤魚屋,秋田市内,018-828-5110,佐藤一,継続,490,魚介類販売業,移動,6/11/20,6/1/20,5/31/25
アンジェ,秋田市土崎港北一丁目１２－３４,018-845-5515,越後屋隆,継続,491,喫茶店営業,一般,6/11/20,6/1/20,5/31/25
すき家　イオンモール秋田,秋田市御所野地蔵田一丁目１－１,018-829-6021,株式会社　すき家,継続,498,飲食店営業,一般,6/12/20,7/1/20,6/30/26
リンガーハット　イオンモール秋田店,秋田市御所野地蔵田一丁目１－１,018-853-5846,アベニュー東北株式会社,継続,496,飲食店営業,一般,6/12/20,7/1/20,6/30/26
めん六や　秋田御所野店,秋田市御所野下堤三丁目４８－３,,株式会社　日本ヒュウマップ,継続,497,飲食店営業,一般,6/12/20,7/1/20,6/30/26
ＰＩＥＲＯ,秋田市大町五丁目４－１５,,山形一真,新規,495,飲食店営業,一般,6/12/20,6/12/20,10/31/25
秋田屋台村　なかや,秋田市内,,加藤清,新規,501,飲食店営業,移動,6/12/20,6/12/20,5/31/26
三ツ星館,秋田市新屋朝日町４－３,018-862-8853,三ツ星株式会社,継続,504,飲食店営業,一般,6/16/20,7/1/20,6/30/26
博多ラーメン　ぞんたく,秋田市新屋朝日町１７－６,018-867-7199,根裕二,継続,503,飲食店営業,一般,6/16/20,7/1/20,6/30/26
（株）メフォス北日本　５１５４７号店,秋田市新屋沖田町７－２,018-828-0008,株式会社　メフォス北日本,新規,511,飲食店営業,一般,6/17/20,6/17/20,6/30/26
レストラン　Ｂａｙ　Ｓｈｏｔ,秋田市土崎港中央三丁目４－９,018-845-0536,栗田雅史,継続,505,飲食店営業,一般,6/17/20,6/1/20,5/31/26
炭火焼肉生ホルモン処しょうちゃん,秋田市大町五丁目２－７,018-853-5850,中野翔太,新規,513,飲食店営業,一般,6/17/20,6/17/20,10/31/25
株式会社　ナイス割山店,秋田市新屋豊町３－５５,018-865-6911,株式会社　ナイス,継続,510,魚介類販売業,一般,6/17/20,7/1/20,6/30/26
ナイス割山店,秋田市新屋豊町３－５５,018-865-6911,株式会社　ナイス,継続,508,食肉販売業,一般,6/17/20,7/1/20,6/30/26
ナイス割山店,秋田市新屋豊町３－５５,018-865-6911,株式会社　ナイス,継続,507,飲食店営業,仕出し・弁当,6/17/20,7/1/20,6/30/26
ハチコオリ,秋田市大町六丁目４－１３,,伊勢悠一,新規,512,飲食店営業,一般,6/17/20,6/17/20,10/31/25
ラーメン　豚トン豚,秋田市内,,相原茂一,継続,514,飲食店営業,移動,6/17/20,6/1/20,5/31/25
中華食堂　二ノ竜,秋田市仁井田新田二丁目６－１９,018-829-0402,有限会社　コーエーフーズ,継続,515,飲食店営業,一般,6/18/20,7/1/20,6/30/25
八永南部家敷　御野場店,秋田市仁井田本町五丁目１０－１６,018-829-2148,株式会社　八永南部家敷,継続,517,飲食店営業,一般,6/18/20,7/1/20,6/30/26
渡寅商店,秋田市牛島東一丁目８－３,018-832-4240,佐藤和子,継続,523,魚介類販売業,一般,6/18/20,7/1/20,6/30/25
めんそーれ沖縄,秋田市仁井田二ツ屋一丁目１０－４８,018-835-1507,金城千和子,継続,518,飲食店営業,一般,6/18/20,7/1/20,6/30/26
パティスリー　城,秋田市卸町四丁目２－９,018-867-2239,株式会社　城,継続,524,菓子製造業,一般,6/18/20,7/1/20,6/30/26
和しょく　徳,秋田市南通亀の町７－２,018-893-6951,合同会社　ＮＯＲＩ,新規,528,飲食店営業,一般,6/18/20,6/18/20,2/28/26
川とパンと,秋田市千秋中島町１－１７,,安倍桃子,新規,525,菓子製造業,一般,6/18/20,6/18/20,9/30/25
川とパンと,秋田市千秋中島町１－１７,,安倍桃子,新規,526,飲食店営業,その他,6/18/20,6/18/20,9/30/25
川とパンと,秋田市千秋中島町１－１７,,安倍桃子,新規,527,喫茶店営業,一般,6/18/20,6/18/20,9/30/25
イオンスタイル御所野,秋田市御所野地蔵田一丁目１－１,018-889-6581,イオン東北株式会社,継続,532,食肉販売業,一般,6/19/20,7/1/20,6/30/26
イオンスタイル御所野,秋田市御所野地蔵田一丁目１－１,018-889-6581,イオン東北株式会社,継続,533,魚介類販売業,一般,6/19/20,7/1/20,6/30/26
イオンスタイル御所野,秋田市御所野地蔵田一丁目１－１,018-889-6581,イオン東北株式会社,継続,534,飲食店営業,その他,6/19/20,7/1/20,6/30/26
イオンスタイル御所野,秋田市御所野地蔵田一丁目１－１,018-889-6581,イオン東北株式会社,継続,531,飲食店営業,その他,6/19/20,7/1/20,6/30/26
笹原商店,秋田市内,,笹原国雄,継続,530,飲食店営業,移動,6/19/20,6/1/20,5/31/25
秋田酒類製造株式会社御所野工場,秋田市御所野湯本二丁目１－２０,018-826-0060,秋田酒類製造株式会社,継続,553,酒類製造業,一般,6/22/20,7/1/20,6/30/25
カラオケスナック　アイビー,秋田市牛島東三丁目５－８,018-833-4674,三浦英男,継続,547,飲食店営業,その他,6/22/20,7/1/20,6/30/25
おはこ鮨,秋田市牛島東四丁目１－５,018-835-0819,金長三,継続,550,そうざい製造業,一般,6/22/20,7/1/20,6/30/25
食堂　文尾,秋田市仁井田本町四丁目９－３,018-839-0350,持田文雄,継続,540,飲食店営業,一般,6/22/20,7/1/20,6/30/25
与志のすし,秋田市仁井田本町六丁目７－９２,018-839-4783,冨重勝人,継続,546,飲食店営業,その他,6/22/20,7/1/20,6/30/25
ナガハマコーヒー　御野場店,秋田市仁井田本町五丁目８－２８,018-853-0711,ナガハマコーヒー株式会社,継続,557,飲食店営業,一般,6/22/20,7/1/20,6/30/26
ナガハマコーヒー　御野場店,秋田市仁井田本町五丁目８－２８,018-853-0711,ナガハマコーヒー株式会社,継続,558,菓子製造業,一般,6/22/20,7/1/20,6/30/26
ナガハマコーヒー　御野場店,秋田市仁井田本町五丁目８－２８,018-853-0711,ナガハマコーヒー株式会社,継続,559,アイスクリーム類製造業,一般,6/22/20,7/1/20,6/30/26
稲庭中華そば　秋田本店,秋田市中通六丁目１９－８,018-853-8121,株式会社　ご縁,新規,535,飲食店営業,仕出し・弁当,6/22/20,6/22/20,11/30/25
稲庭中華そば　秋田本店,秋田市中通六丁目１９－８,018-853-8121,株式会社　ご縁,新規,536,そうざい製造業,一般,6/22/20,6/22/20,11/30/25
稲庭中華そば　秋田本店,秋田市中通六丁目１９－８,018-853-8121,株式会社　ご縁,新規,537,めん類製造業,一般,6/22/20,6/22/20,11/30/25
益味食堂,秋田市卸町二丁目１－１５,018-862-1624,山内テル子,継続,554,飲食店営業,一般,6/22/20,7/1/20,6/30/25
築地銀だこ,秋田市御所野地蔵田一丁目１－１,018-889-8323,株式会社　ホットランド,継続,556,菓子製造業,一般,6/22/20,7/1/20,6/30/26
築地銀だこ,秋田市御所野地蔵田一丁目１－１,018-889-8323,株式会社　ホットランド,継続,555,飲食店営業,その他,6/22/20,7/1/20,6/30/26
ピーパル,秋田市大住二丁目１８－１６,018-893-3316,佐藤知美,継続,541,飲食店営業,一般,6/22/20,7/1/20,6/30/25
有限会社　進藤冷菓,秋田市内,,有限会社　進藤冷菓,継続,538,喫茶店営業,露天営業,6/22/20,6/29/20,6/28/25
仕出し末広,秋田市土崎港中央二丁目１－１４,018-845-1018,風間誠,継続,561,飲食店営業,仕出し・弁当,6/23/20,6/1/20,5/31/26
"ログハウス　木,ｓ（キッズ）",秋田市新屋松美ガ丘東町１－１３,018-864-5790,横田貴夫,継続,564,飲食店営業,一般,6/23/20,7/1/20,6/30/26
そば、うどん　山長,秋田市新屋天秤野１－２６,018-866-1666,菅原俊樹,継続,568,飲食店営業,一般,6/23/20,7/1/20,6/30/25
わかなえ,秋田市下新城中野字琵琶沼３９７,018-873-3323,柏谷貞子,継続,560,菓子製造業,一般,6/23/20,6/1/20,5/31/26
ことぶき,秋田市下浜羽川字下野１,018-879-2407,柴田誠一,継続,567,飲食店営業,一般,6/23/20,7/1/20,6/30/25
ファンキー　ライフ,秋田市下浜羽川字下野１,,金釜一憲,継続,565,飲食店営業,一般,6/23/20,7/1/20,6/30/25
休憩所みどり,秋田市下浜羽川字下野２,,佐藤明正,継続,566,飲食店営業,一般,6/23/20,7/1/20,6/30/25
おとぎ,秋田市卸町五丁目２－１,018-824-6090,藤原由子,継続,580,飲食店営業,一般,6/25/20,7/1/20,6/30/26
川反　日なた,秋田市大町四丁目１－１４,018-827-5699,大信田友明,新規,574,飲食店営業,一般,6/25/20,6/25/20,10/31/25
Ｄｏｎ　Ｊｕａｎ,秋田市大町五丁目３－３１,018-838-7979,犬貝克夫,新規,573,飲食店営業,一般,6/25/20,6/25/20,10/31/25
株式会社　マルダイおのば店,秋田市仁井田本町五丁目１１－１,018-839-5666,株式会社　マルダイ,継続,576,魚介類販売業,一般,6/25/20,7/1/20,6/30/26
株式会社　マルダイおのば店,秋田市仁井田本町五丁目１１－１,018-839-5666,株式会社　マルダイ,継続,577,食肉販売業,一般,6/25/20,7/1/20,6/30/26
マルダイおのば店,秋田市仁井田本町五丁目１１－１,018-839-5666,株式会社　マルダイ,継続,575,飲食店営業,仕出し・弁当,6/25/20,7/1/20,6/30/26
まごころキッチン「すずらん」,秋田市牛島東五丁目２－５２,018-884-7857,有限会社　クリーンマジック,継続,582,飲食店営業,仕出し・弁当,6/25/20,7/1/20,6/30/26
肉のろくふく,秋田市御野場新町三丁目４－５,018-893-4299,菅原淳,継続,578,食肉販売業,一般,6/25/20,7/1/20,6/30/26
肉のろくふく,秋田市御野場新町三丁目４－５,018-893-4299,菅原淳,継続,579,飲食店営業,その他,6/25/20,7/1/20,6/30/26
ＢＩＶＩＯ,秋田市山王一丁目２－１３,018-893-6373,辻英光,新規,572,飲食店営業,一般,6/25/20,6/25/20,4/30/26
天寿の郷,秋田市内,,勝長征一,継続,571,飲食店営業,移動,6/25/20,6/1/20,5/31/25
居酒屋ふなき,秋田市牛島東三丁目４－７,018-832-2720,船木豊,継続,587,飲食店営業,一般,6/26/20,7/1/20,6/30/26
竹内酒店,秋田市土崎港中央六丁目２－２０,018-845-0028,竹内エミ子,継続,591,飲食店営業,その他,6/26/20,6/1/20,5/31/25
ふせ精肉店,秋田市将軍野東一丁目１－４８,018-845-2439,布施誠,継続,586,食肉販売業,一般,6/26/20,6/1/20,5/31/26
将軍野会館,秋田市将軍野東四丁目１３－１０,018-846-0284,伊藤トシ子,継続,590,飲食店営業,一般,6/26/20,6/1/20,5/31/25
音楽舘３８５,秋田市土崎港東四丁目４－７２－１４,018-847-5528,嶋﨑文男,継続,589,飲食店営業,一般,6/26/20,6/1/20,5/31/25
一凛,秋田市土崎港中央一丁目１３－８,,古木恵子,継続,588,飲食店営業,一般,6/26/20,6/1/20,5/31/25
居酒屋さんとり,秋田市土崎港中央一丁目２０－１９,018-845-7885,大久保忠利,継続,599,飲食店営業,一般,6/29/20,6/1/20,5/31/26
札幌海鮮丸土崎店,秋田市土崎港中央一丁目１６－３７,018-847-2294,板垣明美,新規,600,飲食店営業,その他,6/29/20,6/29/20,5/31/27
カフェ＆レストランＳＵＮＳＵＮ向浜店,秋田市新屋町字砂奴寄４－４１,018-865-0134,株式会社　サンアメニティ,継続,596,飲食店営業,一般,6/29/20,7/1/20,6/30/26
いこい,秋田市下浜羽川字下野,018-879-2772,佐藤清,継続,594,飲食店営業,一般,6/29/20,7/1/20,6/30/25
秋田南典礼会館,秋田市仁井田本町三丁目１２－２７,018-892-6890,株式会社　へいあん秋田,継続,595,飲食店営業,一般,6/29/20,7/1/20,6/30/26
すなっく　はなちゃん,秋田市土崎港中央一丁目１２－９,,荻原咲子,継続,598,飲食店営業,一般,6/29/20,6/1/20,5/31/25
Ｓｕｎｓｅｔ　Ｃａｆｅ　ｃｌｕｂ,秋田市下浜羽川字下野１,,有限会社　イグジス　,継続,593,飲食店営業,一般,6/29/20,7/1/20,6/30/25
アルコールモンスター,秋田市大町五丁目４－１５,,今野強,新規,601,飲食店営業,一般,6/29/20,6/29/20,10/31/25
ゆうき商店,秋田市内,,伊藤祐紀,継続,602,魚介類販売業,移動,6/29/20,6/1/20,5/31/25
Ｃ’ｓｎ　ｔａｂｌｅ,秋田市内,,髙田肇,継続,603,飲食店営業,移動,6/29/20,6/1/20,5/31/25
天味食堂,秋田市新屋沖田町２－１３,018-828-2775,佐藤カネ,継続,618,飲食店営業,一般,6/30/20,7/1/20,6/30/25
株式会社　大商金山牧場　秋田支店,秋田市新屋鳥木町１－３９,018-828-8129,株式会社　大商金山牧場,継続,619,食肉処理業,一般,6/30/20,7/1/20,6/30/27
株式会社　大商金山牧場　秋田支店,秋田市新屋鳥木町１－３９,018-828-8129,株式会社　大商金山牧場,継続,620,食肉販売業,一般,6/30/20,7/1/20,6/30/27
(株)大商金山牧場　秋田事業部,秋田市新屋鳥木町１－３９,018-828-8129,株式会社　大商金山牧場,継続,621,そうざい製造業,一般,6/30/20,7/1/20,6/30/27
レストラン　ワン,秋田市御所野下堤五丁目１－１,018-829-3601,有限会社　ラジオ,新規,604,飲食店営業,一般,6/30/20,6/30/20,6/30/25
つくば,秋田市飯島道東一丁目１３ー９,018-845-4339,有限会社　小町商事,継続,613,飲食店営業,一般,6/30/20,6/1/20,5/31/25
居酒屋　歩　歩　歩,秋田市御所野地蔵田二丁目２－１,018-874-9391,株式会社　ＷａｖｅＬａｂｏ,継続,605,飲食店営業,一般,6/30/20,7/1/20,6/30/25
お菓子の郷　ジロー,秋田市御所野下堤二丁目１－８,018-889-6260,株式会社　ジロー洋菓子店,継続,609,アイスクリーム類製造業,一般,6/30/20,7/1/20,6/30/26
Ｌｉ*ｂｏｎｈｅｕｒ,秋田市上北手猿田字寺村７７－１,,安田莉奈,新規,628,菓子製造業,一般,7/2/20,7/2/20,9/30/25
康十,秋田市高陽幸町８－１７,,原田康佐,新規,626,飲食店営業,一般,7/2/20,7/2/20,8/31/25
繭,秋田市土崎港中央一丁目１３－１７,,福塚真由子,新規,627,飲食店営業,一般,7/2/20,7/2/20,5/31/26
有限会社　斎藤昭一商店,秋田市楢山城南新町３４－１３,018-835-3673,有限会社　斎藤昭一商店,継続,635,そうざい製造業,一般,7/7/20,8/1/20,7/31/26
かつ丼　多勝,秋田市新屋朝日町１２－１４,,株式会社　多勝,新規,640,飲食店営業,一般,7/8/20,7/8/20,6/30/26
いとく新国道店,秋田市高陽幸町１４－２７,018-896-1133,株式会社　伊徳,新規,653,喫茶店営業,一般,7/10/20,7/10/20,8/31/26
ふうき,秋田市山王一丁目９－１５,018-824-8288,朴鐘甲,新規,661,飲食店営業,一般,7/14/20,7/14/20,4/30/26
いさばや。,秋田市中通七丁目２－１,018-838-6020,秋田水産株式会社,新規,660,飲食店営業,一般,7/14/20,7/14/20,11/30/25
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,新規,662,飲食店営業,その他,7/14/20,7/14/20,5/31/26
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,新規,663,喫茶店営業,一般,7/14/20,7/14/20,5/31/26
ＯＡＳＩＳ,秋田市飯島道東二丁目１５－３３,,合同会社　ＧＲＡＣＥ　ＭＥ,新規,659,飲食店営業,一般,7/14/20,7/14/20,5/31/26
